naive_did,abadie_lgbm_result,dmldid_lgbm_result
9.505842914491154,6.386141091643755,2.3103845968946475
9.826911052171965,6.169507355817513,2.303773379560707
9.805484874081618,6.364797302998133,2.378698865882463
9.62718577487734,6.091140419575865,2.292268047734904
9.631574182442023,6.390515442114106,2.384775226719383
9.623155860815055,6.190141154937808,1.9078742452892625
9.999542030249197,6.455988724105068,2.3441567457982493
9.379796082115018,6.14692128371663,2.4020802582911545
9.284267550609307,6.077867916232842,2.3999438839441187
9.51696027826263,6.088653344803406,2.703693315956305
9.627919296099044,6.117446416367315,2.6469846935596246
9.322810293914207,5.993380025766017,2.477981241551306
9.561936731242831,6.355139747362611,2.390088818770021
9.3756901298703,6.058763852034735,2.6134049824250463
9.296867581645195,6.116288790143158,2.7017769445560873
9.904343020909597,6.292024367525233,2.29890963309619
10.026106875752598,6.4810110815285285,2.035178985447125
9.718491784029155,6.261157562785336,1.8784141941932142
9.615829400267108,6.194207150917529,1.7383027604915942
9.460224438337885,5.968923509216487,2.0819171251024216
9.44537932956414,5.905531855826941,2.330121973241072
9.332833265177104,6.185865708047758,2.09921713656302
10.21909330421694,6.665590349217669,2.026182851956716
10.122398674682213,6.29726491969048,2.0574084550647114
9.184732231714744,5.816883556742056,1.937705783686388
9.981880572387219,6.5213974537304065,2.2314934580883135
9.907194690191972,6.343011600761373,2.218761465267079
9.415576616295663,6.008982423485408,2.485448144744546
9.232071818893541,6.29684693001419,2.4549000268913046
9.764473124573136,6.483870853814719,2.3932811171144284
9.360689621827404,6.111434457387157,1.615808820617056
9.619641966022089,6.256761543358282,2.232907055124328
9.750885492097009,6.42780386366672,1.9232131110251132
9.955126582733053,6.544524300497513,2.3633230926712803
9.64129179722348,6.101841433611544,2.315762047914121
9.489192546633433,6.003168062830079,2.6321410564810517
9.67117251839188,6.0695523786290355,2.141651514883964
9.924393161522575,6.603425479206544,2.192360655495916
9.677726859582195,6.260974309605077,2.436635420888934
10.103471565907732,6.401372166978067,2.6911633747666324
9.201568048459293,6.028937000927085,1.9365337115914143
9.557791723949762,6.0957165303028,2.5790589502262367
9.400861327672011,5.982542624714097,2.1393123822482822
9.460649933810306,6.159448384566013,2.4695003303199914
9.43276907067526,5.9971542744902875,2.333556290589777
9.71618039737833,6.440336587930975,2.0870815456433833
9.87460635071633,6.132796502714897,2.5129899284197927
9.62582063511998,6.298208446313146,2.3758027552215273
10.071374025243806,6.387244049825567,2.4248563418281126
9.97133688106506,6.3755233696729015,2.4098825571626543
9.36748685826429,6.069765786772358,2.6413128453465564
9.70461313154001,6.212983709187211,2.468299501468409
9.443421512766998,6.149074840159621,2.3878216650592345
9.548601700657827,6.30254537361529,2.343152457662341
10.115285279817353,6.488168265434444,2.5119673863456917
9.670877418324572,6.344699895116089,2.5532765143834144
9.291663049132929,6.125215085448836,2.1668580185771775
9.62981244077043,6.431838861723741,1.9467954318363443
9.412609339987007,6.187156092748772,2.0752237272857537
9.836030659962692,6.393735980953075,2.1354589974843847
9.70004418377915,6.331768632157203,2.3845441721771077
9.77159501922782,6.1652190557059,2.343061095934482
9.634860912943328,5.946433735029432,2.4959570542496388
9.278222701056375,6.050392060786032,2.3100415279672246
9.795956465911225,6.493819367249782,2.3807877481231596
9.666001947503627,6.312630634199475,2.6160266895352997
10.080928231355605,6.2572408876521814,2.91845569113476
9.75043342903944,6.171374853899237,2.1654841538916094
9.712518926803696,6.3718966031480955,2.3477092155164914
9.534092318979734,6.027714929864245,2.344782379397939
9.433408997066177,5.791718056683211,1.7815276233809723
9.594394079193709,6.066817619203967,1.9300255390093528
9.880118090633047,6.437456693953385,2.3777080524177925
9.92168375648889,6.312673596675849,2.4043094517572365
9.869050245018126,6.153715010150281,2.1656687637518814
9.862554069033273,6.395851421613261,2.3202063467860192
10.041136703290896,6.528989060498804,2.4589585689573936
9.689330841860105,6.237457066375508,2.3058596086842673
9.132023806278905,6.010900583241157,2.4627593765000455
9.61337799079449,6.488613938930627,2.3172155448933216
9.567571795745257,6.427774525569003,2.59175987302425
9.290854625101368,6.0054907036563225,2.602199700722326
