original_bar,few_fixed_bar,abadie_semidid,modified_dmldid_without_separate,modified_dmldid_with_separate
8.868210064305739,8.77752394941731,6.939283532001834,5.432306973938399,3.6884501578726288
8.379445100132973,8.213780830957468,6.638024628164474,8.065033188828885,3.380084087661758
7.54206245266426,7.017178157527159,7.602359557424152,8.233001247946593,3.2490897934150524
5.945970336109722,6.024992878226477,4.4718942660466094,8.01992687398517,3.104066097537139
5.415689119547946,5.669343414750065,5.08899972338691,6.947401234269644,3.4362394756617247
7.571777436891458,7.465650419963579,7.273089573697839,8.748814369881497,3.534928052063916
9.229146966421732,9.308527699132815,9.140370660537911,7.7830626552775914,2.1366810373140304
8.869219484987548,9.136045978075565,7.677502297082313,10.014357075737415,2.9720829284106887
7.1420481977343755,7.117197918924354,4.847721867187809,6.608296898081231,2.5233362701756565
7.747536565658782,7.339992982147828,6.723918702085292,7.4652113378364096,3.0134762290247243
8.485591696257211,8.612803609595836,7.021616949069068,1.8943666815951519,2.061084446343228
9.866359962755741,9.754227882855083,8.581847003838018,7.998293306080635,2.7518328485044083
8.625363229042788,9.339687799178728,7.458134852412302,4.825726989631947,1.9041195810535914
7.8402707536622165,7.792576668039364,6.456488384814378,6.34691806471187,3.4515580476479375
7.272524871083167,7.020806636506462,6.099142750994499,8.032684433492651,3.003338297276578
7.890718186158408,7.5303440643056625,2.6817740691127017,-1.8216344026713003,1.8992167749883089
8.302404266020613,8.174695838012063,6.478037117028891,9.562022325777491,2.384820197673702
7.159772515115628,7.108751390176284,6.2354357719755,3.326955039533078,2.0554752139181254
8.668419981794365,9.23773758928383,8.224129666070171,8.225168522376057,3.2585940611818622
7.918529141261949,8.067573046703554,7.183793462543378,7.919005072355035,3.8435291903993685
